,text,is_misinfo
8225,"Registrations for Covid-19 vaccine for 18+ are now open, register at https://t.co/q1VEfNP2mc. You can also register at AarogyaSetu app.
@SetuAarogya #CoWin #VaccineFor18Plus #VaccinesWork #vaccines #vaccination #AarogyaSetu",0
8226,"Stay tuned in with Blaccinated for answers to your Frequently Asked Questions about Covid and about getting Vaccinated!! 🦠🧬
.
.
#blaccinated #covid #covid19 #moderna #pfizer #vaccinated #health #wellness #doctor #hero #pandemic #safe #family #love #cdc #ATL #blackownedbusiness https://t.co/ZI4agD8Ame",0
8227,i got my 1st chinese vaccine #vaccinated,0
8228,"Please go and register on #Cowin portal to register yourself for vaccine. Try 2-3 times. You'll get through. Patience is the key. #IndiaFightsBack 
Say no to hesitation and yes to vaccination.
#VaccinationDrive #VaccinesSaveLives #vaccination #VaccinesWork",0
8229,Got my Pfizer #2. 🎉🎉 29 hours in and no side effects so far. 🤞🏻🙏🏼 #PfizerVaccine #Pfizer #COVID19 #vaccinated,0
8230,"I had my second #COVID19 vaccine today, a huge privilege. Thank you #NHS . Amazing that there is such a successful international program, but critical and urgent that more vaccine doses are shared internationally #VaccinesWork",0
8231,"Two weeks today since I received my 2nd Moderna vaccine; I am fully vaccinated now! 🩹❤ Baby steps, but important ones.
#VaccinesWork",0
8232,"Here's some good news: Pfizer shot #2 in the arm!
#vaccinated #VaccinesWork",0
8233,"Got my Second Pfizer Vaccine at the Mercedes Benz Stadium in Atlanta, GA.  #vaccinated https://t.co/KjCNcVsTnW",0
8234,"#GetVaccinated 

🎉 Yeah!! 🎉

I just got my 2nd #Moderna shot 🎉, fingers crossed 🤞 for superpowers.
I’m hoping it’ll be exploding farts 😳 
 
#IGotMyShots 
#VaccinesWork https://t.co/lVaQH4t3NG",0
8235,"I'm 100% pro vaccine. That doesn't mean to say I'll be taking an experimental gene therapy before the end of trials.
#COVID19",1
8236,"The #CDC just released some exciting news! Individuals who are fully #vaccinated will no longer have to wear a #mask #outdoors. #Vaccines are 100% covered through your #healthinsurance plan. https://t.co/CiigqLbOvX

#vaccine #nj #covid19vaccine #health #stayhealthy #cosmoins",0
8237,"The @Walmart at 5141 NC-42W in #GarnerNC has a no-appointment vaccine clinic going on right now. The vaccine is free!

Get your shots #NorthCarolina! #VaccinesWork  #GetVaccinated",0
8238,"Happy World Immunization Week! Vaccines can help us get back to normal. Along with mask-wearing &amp; physical distancing, protecting people with safe &amp; effective vaccines will help end the pandemic &amp; bring us closer again. Have you gotten your COVID-19 vaccine yet? #vaccineswork https://t.co/m73fKMiSyc",0
8239,"As a proud vaccine development institution, @TheWistar celebrates #WorldImmunizationWeek 2021 and echoes @WHO’s message that #VaccinesWork and bring us closer to a healthier world. https://t.co/ZCrSBIJyT6 https://t.co/YWjO0mT7jg",0
8240,"creepy @JoeBiden / Go get your Poison Vaccine NOW Now nhow. from the Gates Of Hell #depopulation plan Vaccine.
if it was a cure they will deny you access to it as they did with #HCQ. not get the army and force you to take it . get t now @WHO https://t.co/s9NGygMLvB",1
8241,Got my second Moderna vax... See how I feel later! Time for some food and a nap. #vaccinated #Moderna #COVID19Vaccine #GetVaccinated https://t.co/eB0aOTp9D2,0
8242,"Successfully completed my family Registration for Covid-19 vaccine..

@KTRTRS Ji now it's your turn.. To get us #vaccinated 

#CoronavirusVaccine
#COVID19India #Covaxin
#COVID19 #COVIDSecondWave
#Hyderabad #LargestVaccinationDrive #LargestVaccineDrive",0
8243,"Just got my 2nd dose of #Pfizer! 

The nurse told me to take a photo of my CDC card with my mobile &amp; don’t laminate it (in case you need booster shot(s) later)

#FauciOuchie #TakeYourShot #vaccinated #VaccinesWork #VaccinesSaveLives https://t.co/Sm3NL8qiw9",0
8244,Just got my first Moderna dose this morning✅ #VaccinesWork,0
8245,"Bill Gates is a gigantic liar and needs to be muzzled.

The depopulation king needs to be stopped.

Vaccine Patents should be for all, not to be used as a profitable collateral hoarded by big pharma. 
#BillsMafia #billgates #BigPharma #profitsoverpeople",1
8246,Just got my second dose 🙏🏾#vaccinated #Pfizer #VaccinesWork,0
8247,My son received his 2nd dose of the vaccine yesterday and he feels fine not one complaint. He took the day off Incase there was anything. His girlfriend is coming to visit 😂#VaccinesWork #vaccinated,0
8248,"Guys, registration for Vaccination for age group 18-45 starts today at 4 PM. Please register on the Cowin website 

Vaccination is a big step in fighting Covid-19. I urge you all to please get vaccinated 🙏🏻

#COVID19Vaccine #vaccine #VaccinesSaveLives #VaccinesWork https://t.co/gAXYanhwKO",0
8249,"Want to see the #USA at its best?
Go to a vaccination site, get #vaccinated 

Here you can do as much for your country as it is doing for you

No opinions, rumours or second guesses
Just plain and simple facts: arm, shot, wait, done,next

#Pfizer #vaccination #brilliant",0
8250,Moderna #2 in the books!! #COVID19Vaccines #Moderna #vaccinated https://t.co/kq1dkvYtjZ,0
8251,"The Oxford/AstraZeneca COVID-19 vaccine has already saved thousands of lives. The UK's independent regulator has said that the benefits of the vaccine far outweigh the risks for the vast majority of adults.
#VaccinesWork #COVID19 #AstraZeneca #Staffordshire https://t.co/3kSoSagVby",0
8252,"Canadian doctor defies gag order to inform public how the Fauci pinch gene therapy is affecting patients.
https://t.co/gW1vY23FSn",1
8253,"Second dose done! Easy peasy, thanks to @BethisraelD #Pfizer #VaccinesWork #vaccinated #ThisIsOurShot",0
8254,"My wife and I got our first covid-19 vaccine. Kudos to all the organizers for making the process quick, easy, and painless. Arm is slightly sore but that's it - get yours as soon as you can!

#COVID19 #VaccinesWork #Moderna https://t.co/voLkIcmWGm",0
8255,"""So we're just supposed to trust scientists?""

Me: ""If you can engineer your entire life around an anecdotal Nazarene who possibly existed 2K years ago, you can surely muster some faith in this proven vaccine on the advice of very real experts.""
#VaccinesWork",0
8256,"90 minutes long with lots of information, some of it rather dire.

#NotAVaccine #SideEffects #Ivermectin #HCQ

Alert The ""Vaccine"" Is a Bioweapon - 5 Doctors Testify | Healthcare https://t.co/yoCrBdtp3s",1
8257,"Internet sensation @VaxHuntersCan teams up with @cityoftoronto to help people get COVID-19 vaccine appointments. Available slots will be advertised by #VaccineHunters at the end of each day. #COVIDVaccine #VaccinesWork #vaccinated #COVID19Toronto @JohnTory
https://t.co/OzSXTi9p7t https://t.co/39THVhNgGl",0
8258,"Vaccine hesitancy is universal across countries and can be due to fear of side effects, safety, effectiveness, perceived political interference, and misinformation https://t.co/DwZmyKVQXY #NIAW2021 #VaccinesWork https://t.co/3IYS45qrVA",0
8259,"#HealthAfrica: COVID19 Vaccine #HealthEquity #VaccinesWork 
👏🏾 Botswana 🇧🇼: Could Be First African Country to Vaccinate Entire Adult Population. Citizens &amp; noncitizens in the country are all eligible for the vaccine.
https://t.co/wbrM15DHl6",0
8260,"The #COVID19vaccine is Scotland’s best way out of coronavirus. When offered the vaccine, please get it. Remember, after you get the vaccine, it’s still important to follow FACTS. #EIW2021 #VaccinesWork https://t.co/xlnXZXW1QQ",0
8261,National Immunization Awareness Week. #VaccinesWork   Plenty of local opportunities for yours! https://t.co/X9nJ7GCn6o https://t.co/W1aX6Cz0tM,0
8262,"#Vaccinehesitancy has been widely discussed as an obstacle to ensuring #herdimmunity. However, vaccine hesitancy is far from the only barrier to achieving equitable vaccine distribution. Learn more about barriers here: https://t.co/fCkqnRSC4i #WorldImmunizationWeek #VaccinesWork",0
8263,"Understanding the #CovidVaccine and the transparency of scientists is essential to making your own decision. #VaccinesWork #vaccineeffectiveness 

https://t.co/vOj7crZdEY",0
8264,"All pregnant women will be offered the COVID19 vaccine. If you are pregnant you should discuss getting the vaccine with your clinician.
For up to date advice about pregnancy visit: https://t.co/W8PkzjARnF or call 0800 030 8013
#EIW2021 #VaccinesWork https://t.co/Ndz72fHzkE",0
8265,"#HaveYouHerd, it's World Immunization Week? This observance is a timely reminder that #VaccinesWork to bring us closer together. The sooner we all get vaccinated against COVID-19, the sooner we can reach #HerdImmunity and get back to normalcy. Learn more: https://t.co/LSlXbOcceU https://t.co/xFp7R4j68H",0
8266,"Stop. The podcast host who knows zero about healthcare and epidemiology is not going to convince a non-listener to avoid a vaccine shot. Those who hang on his every word ain't gonna change either. No need to give him more air, space, contact, or attention. #VaccinesWork",0
8267,"Second dose is in the books!
#PfizerVaccine #Pfizer #vaccinated #VaccinesWork https://t.co/RHNprHZRhO",0
8268,"It's been 2 wks since my last #COVID #vaccine shot, so I'm now finally protected w/ antibodies!

Remember, it's the 2nd shot that builds the antibodies &amp; it needs 2 wks to reach full effectiveness, so give it time to work.

#ImVaccinated #vaccineswork #IGotTheShot #GetVaccinated https://t.co/qUkA25upg0",0
8269,"Love this ..Madonna
@Madonna @MadonnaRecords @RhythmVogue #Madonna #Moderna #VaccinesWork #vaccinated https://t.co/WbQbwAzeiY",0
8270,"i’ve been shot. ❤️

#VaccinesWork 
#COVID19Vaccine 
#PleaseGetVaccinated 
#PfizerVaccine 
#Pfizer 
#COVID19Vaccines https://t.co/6arKE32UDr",0
8271,"✳️ Moderna has begun testing its COVID-19 vaccine in children ages 6 months to less than 12 years. This is the first such study with paediatric participants.
FIND OUT MORE 👉 https://t.co/SkVuzqthIF
🟩 #KidCOVE #moderna #worldimunizationweek #VaccinesWork https://t.co/pqMXyf5NSV",0
8272,"What is convincing you to apply for vaccine?
1) Cost of COVID-19 treatment
2) Fear of Death
3) Everyone is applying so do I
#COVID19 #vaccine #vaccines #VaccinesWork",0
8273,"We are proud to be supporting #Malawi’s preparation and introduction of the #COVID19 vaccine.

Learn more about the exciting developments underway: https://t.co/szaln5twEu #VaccinesWork #WIW2021 #COVAX",0
8274,"‘Great feeling taking my first dose of the Moderna COVID-19 vaccine. Pls take yours and save lives’

Sainey MK Marenah
Journalist

#Vaccineswork
#UNICEF
#UNICEFGambia
#UNICEFAfrica https://t.co/NRt1ItqmUK",0
8275,"My arm's a bit sore from the shot, but that seems to be it right now.
I'm just gonna take it easy, though.

#RyanLythall #ThatsHowIRoll #RollingEnigma #Ottawa #MyOttawa #vaccine #vaccination #COVID19Ontario #COVID19Vaccine #VaccinesWork  #Centretown #ottnews #vaccinated",0
8276,".@chizobawonodi on vaccine hesitancy and misinformation: ""It's almost like a war of words. We need to win the war of words."" 

#VaccinesWork #WIW2021 #IA2030 https://t.co/HksheOn2TB",0
8277,"4k Pfizer doses available at the Philly Convention Center! No need for an appointment, just was up for your first jab. Spread the word! 
#VaccinesWork #VaccineRegistration #VaxUpPhilly
https://t.co/T4npp3BUiP",0
8278,"As we enter our second year of the pandemic, we’re all waiting for vaccines to bring us closer again. ❤️

Who are you looking forward to seeing once you and your loved ones receive the COVID-19 vaccine? 

#VaccinesWork https://t.co/2zNnN9f0GW",0
8279,"(1/3) This #WorldImmunizationWeek, see how civil society organizations and advocates are pushing for #VaccineEquity during the pandemic and join the movement.

Read about the People’s Vaccine Alliance, @peoplesvaccine: https://t.co/jyvKK3npAz 

#VaccinesWork https://t.co/HdW16Pd0Bs",0
8280,"Here's one we made earlier, for #WorldImmunizationWeek. Outpacing pandemics: an interactive exploring how the speed of vaccine development affects pandemic death rates (and how little impact travel restrictions have). For @GatesFoundation. #VaccinesWork https://t.co/78lX0orC9N https://t.co/IeqbQzu8t9",0
8281,"Vaccines bring us closer to ending the #COVID19 pandemic. MOMENTUM helps countries strengthen immunization systems so they can plan for and deliver #COVID19 vaccines and overcome challenges to their introduction: https://t.co/U3mcGo1FNy

#VaccinesWork @USAIDGH https://t.co/rXwkEHIGMC",0
8282,#VaccinesWork  and are the only antidote against #COVID19 Covaxin works against the double mutant Indian B.1.617 Variant 👉 Dr. Fauci - NDTV https://t.co/jdus5DmKg3 @whereiscdn @PSampathkumarMD @AbinashVirkMD @VincentRK,0
8283,"🔜 We're going live with Medical Director Dr. Peter Saranchuk in 30 minutes! Get all the facts you need to make an informed decision about getting your COVID-19 vaccine.

#communityfirst #vaccinefacts #worldimmunizationweek #vaccineswork #askadoctor https://t.co/Zhcz50yAuc",0
8284,Tunisia: Angelina Jolie lookalike delivers 'deadly vaccines' in bizarre TV prank show https://t.co/BUfs1tAshW,1
8285,"#BanegaSwasthIndia | As #COVID-19 vaccine is rolled out for everyone above the age of 18 from May 1, here are a few dos and don'ts: https://t.co/d4gCD9NEOg

#COVID19 #VaccinesWork #ImmunisationWeek #IndiaFightsCOVID19 

@mygovindia @MoHFW_INDIA @ICMRDELHI https://t.co/1ACYpgBnGF",0
8286,#VaccinesWork   and it's not only about the COVID-19 vaccine. Find out why you should get vaccinated: https://youtu.​be/9nadnOxvE74 https://t.co/2NwZ0XqHgL,0
8287,Pakistan has purchased 78% of its total available &amp; expected #COVID-19 vaccine stock till June 2021. Future orders are already in place to keep the vaccination process smooth. Here is a month-wise breakdown of vaccine procurement from Jan till June. #VaccinesWork #VaccineForAll https://t.co/Ld1sXEWTkx,0
8288,Family friend just died of experimental convid vaccine! Depopulation underway @UN @BillGates @OpenSociety @wef @youfuckingpsychopaths,1
8289,"Let's get vaccinated...
https://t.co/K8hIIJ58Wu
.
#vaccinated
#Pfizer
#COVIDVaccination
#vaccines
#CoronavirusVaccine
#vaccines #CoronavirusVaccine #vaccine #PfizerVaccine #VaccinesWork #COVID19 #Covaxin #cowinregistration #CovidHelp #COVID19India #crashed #CovidResources #Covid https://t.co/twGtONv8tQ",0
8290,"📑procuring vaccines
🗣️communicating vaccine safety
👩🏻‍🤝‍👨🏾identifying target groups
❄️managing medical supplies
💉administering #vaccines
⚕️monitoring impact

UN Volunteers can do this &amp;much more, supporting UN partners in #COVID19 #vaccinations: https://t.co/B2iLE7IwsF #VaccinesWork https://t.co/hHABgHk58t",0
